,original_profile_100_200,proposed_profile_100_200
0,0.816216216216216,0.84
1,0.8352015921698474,0.83
2,0.8080357142857143,0.8125
3,0.9638728323699421,0.9736842105263158
4,0.8166064525910525,0.8778409090909091
5,0.7999999999999999,0.8352941176470589
6,0.8041237113402062,0.8403614457831325
7,0.8235294117647057,0.8470588235294118
8,0.8367276427233998,0.7725918767532688
9,0.7799999999999999,0.9134615384615383
10,0.8374999999999999,0.8470588235294118
11,0.6947368421052631,0.7581520275724121
12,0.8482631551030048,0.925
13,0.7839999999999999,0.757142857142857
14,0.8057142857142857,0.8529411764705882
15,0.8142857142857142,0.8142857142857142
16,0.7925611164372492,0.7375841612506254
17,0.8470588235294118,0.8357142857142856
18,0.8912099603037682,0.8354632256251638
19,0.8721311475409834,0.88
20,0.8533333333333334,0.8485915492957746
21,0.769882029241583,0.9133986928104575
22,0.7554347826086957,0.7725
23,0.7583333333333333,0.8020833333333334
24,0.8599999999999999,0.875
25,0.8095238095238094,0.846153846153846
26,0.8904589864545864,0.963276836158192
27,0.8813559322033897,0.8610169491525423
28,0.7076923076923076,0.8095238095238094
29,0.7888888888888889,0.7947368421052632
30,0.8507336153160953,0.9236111111111112
31,0.8117647058823529,0.8266666666666667
32,0.8615384615384614,0.84
33,0.8448618553693101,0.8705045849250476
34,0.8833333333333333,0.9142857142857141
35,0.7594394449674344,0.8768899231063356
36,0.7772531106741436,0.8575
37,0.8864864864864865,0.8707317073170732
38,0.8530612244897958,0.878048780487805
39,0.8614457831325302,0.8894230769230769
40,0.8290438280804684,0.9781420765027322
41,0.8060344827586207,0.8483606557377049
42,0.8309763234592681,0.875
43,0.8394736842105263,0.8673469387755102
44,0.7722222222222221,0.7874999999999999
45,0.7748824455189774,0.8
46,0.820298648978155,0.83
47,0.6534090909090909,0.72
48,0.8125,0.7954545454545454
49,0.822463768115942,0.875
50,0.82,0.9534883720930233
51,0.8260869565217389,0.7818181818181817
52,0.8620689655172414,0.8285714285714286
53,0.821875,0.855
54,0.7799999999999999,0.84
55,0.8901698006257128,0.8968531468531469
56,0.7384615384615385,0.7999999999999999
57,0.8454545454545455,0.8599999999999999
58,0.7553283253808202,0.8529411764705882
59,0.6931415451648584,0.8356164383561644
60,0.7221547011186707,0.9155405405405406
61,0.9066666666666666,0.8409327604817978
62,0.8666666666666665,0.8666666666666665
63,0.8242574257425742,0.8484848484848485
64,0.9316406250000001,0.9491869918699186
65,0.7076923076923076,0.7466666666666667
66,0.9321192052980133,0.9416666666666667
67,0.8910829892198867,0.8584564274986922
68,0.825,0.7999999999999999
69,0.8545624678632636,0.8772321428571429
70,0.8999999999999999,0.8903518390369316
71,0.8142857142857142,0.805
72,0.7846153846153845,0.8153846153846153
73,0.7208333333333333,0.7169811320754716
74,0.7771084337349398,0.828125
75,0.8121212121212121,0.8323529411764706
76,0.6666666666666666,0.7790697674418605
77,0.8266666666666667,0.821721016448286
78,0.8170426541480901,0.825
79,0.6406048017622686,0.7634340210822135
80,0.8333333333333334,0.8333333333333334
81,0.6805656503136327,0.8784403669724771
82,0.8105263157894735,0.8866666666666666
83,0.7833333333333332,0.8721590909090909
84,0.8605816398352236,0.8946428571428572
85,0.806060606060606,0.8230769230769229
86,0.7291666666666666,0.75
87,0.8636363636363635,0.8545454545454545
88,0.8666910134221911,0.9093959731543623
89,0.8311256183396546,0.8356164383561644
90,0.7999999999999999,0.8804347826086956
91,0.863013698630137,0.8406593406593407
92,0.7947368421052632,0.8437499999999999
93,0.9447852760736196,0.947530864197531
94,0.8495424231736225,0.92434504609823
95,0.7945945945945945,0.7999999999999999
96,0.7799999999999999,0.7881033704137534
97,0.9714285714285713,0.9664634146341462
98,0.9333333333333333,0.9158730158730157
99,0.7588098637880957,0.8760683760683761
