,original_profile_20_200,proposed_profile_20_200
0,0.84,0.7952380952380952
1,0.833441512561355,0.8106060606060606
2,0.7734153311258195,0.7635330365024402
3,0.9607558139534885,0.9630177514792899
4,0.8599999999999999,0.846153846153846
5,0.7925925925925925,0.8571428571428571
6,0.8181396609889798,0.8451782356904441
7,0.792156862745098,0.8137931034482758
8,0.72,0.7999999999999999
9,0.82,0.8100343578058891
10,0.8736842105263157,0.8333333333333334
11,0.6666666666666666,0.7568366297731063
12,0.7999999999999999,0.7724126745519327
13,0.7555555555555554,0.8086956521739129
14,0.7444444444444444,0.795
15,0.7999999999999999,0.8631578947368421
16,0.7984137663418287,0.7363636363636363
17,0.8470588235294118,0.8114285714285713
18,0.8544979302133205,0.8270910783118866
19,0.8677419354838709,0.834375
20,0.8450704225352113,0.8525641025641025
21,0.8171327134126,0.7781905819895452
22,0.5229786885885392,0.7026209470117495
23,0.7419354838709677,0.7090546129894998
24,0.7999999999999999,0.8736842105263157
25,0.8285714285714286,0.8470588235294118
26,0.8429064818719115,0.8533333333333332
27,0.8566666666666666,0.8596491228070174
28,0.72,0.7677419354838709
29,0.7837837837837838,0.82
30,0.8581253449143682,0.874153460557648
31,0.7999999999999999,0.7583333333333333
32,0.8428571428571429,0.8421052631578946
33,0.9030604318196267,0.8701841431009809
34,0.8864197530864197,0.8953488372093023
35,0.7818181818181817,0.7999999999999999
36,0.8524579252450378,0.8454593083096813
37,0.8729729729729729,0.8814814814814813
38,0.8374999999999999,0.8863636363636362
39,0.8297981806060469,0.8365620589427435
40,0.8381617982452317,0.8545454545454545
41,0.7887931034482759,0.8596491228070176
42,0.8599999999999999,0.8727272727272726
43,0.8430851063829787,0.8392479607543195
44,0.805128205128205,0.8055555555555554
45,0.8354667056809852,0.8334595103449184
46,0.760667078316397,0.7166666666666667
47,0.5887819686602179,0.6991437245009849
48,0.8324356213883348,0.7464205888763248
49,0.7724018008671234,0.8323177955213309
50,0.7818181818181817,0.7796009979953222
51,0.8260869565217389,0.8444444444444444
52,0.8428571428571429,0.864705882352941
53,0.82,0.8388097553672569
54,0.84,0.8235294117647057
55,0.723076923076923,0.8363636363636362
56,0.7349999999999999,0.8341463414634146
57,0.8272727272727273,0.8592592592592594
58,0.837439024740052,0.8523171155644379
59,0.7160450588597281,0.8228582060194013
60,0.74,0.7466953827283196
61,0.8666666666666665,0.8555555555555555
62,0.8761904761904761,0.8499999999999999
63,0.821078431372549,0.8392857142857143
64,0.9257812500000001,0.9435483870967742
65,0.6923076923076923,0.7384615384615385
66,0.9354304635761588,0.9416666666666667
67,0.8599999999999999,0.8499999999999999
68,0.825,0.8695652173913043
69,0.8457620698208016,0.8727678571428571
70,0.9199999999999999,0.8736842105263157
71,0.8357142857142856,0.825531914893617
72,0.8235294117647057,0.84
73,0.6822654781145692,0.6990740740740741
74,0.7740963855421686,0.8200536729861205
75,0.8093749999999998,0.853125
76,0.6756756756756757,0.7888888888888889
77,0.84,0.782608695652174
78,0.817181749337684,0.7604672821432589
79,0.6307692307692306,0.58
80,0.811111111111111,0.780952380952381
81,0.602898539725213,0.622424369340828
82,0.8629629629629629,0.864406779661017
83,0.8545454545454545,0.8713430575978498
84,0.8767085455053939,0.8955105885939016
85,0.8064516129032258,0.8121212121212121
86,0.7604166666666666,0.717391304347826
87,0.816,0.8434782608695651
88,0.8024024826055229,0.8647153508237949
89,0.7797242365566127,0.8175675675675675
90,0.7636363636363637,0.84
91,0.8541666666666666,0.849775550232508
92,0.7799999999999999,0.8571428571428571
93,0.8789998316190184,0.8744900622935347
94,0.7999999999999999,0.874556852749699
95,0.7666666666666667,0.7953488372093023
96,0.7555555555555554,0.8285714285714286
97,0.846074280642296,0.8359648823716991
98,0.9033898305084744,0.8913793103448275
99,0.7108463724480661,0.8201846336687483
